"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test _uses_dynamo_connector for direct, nested-in-PdConnector, and absent cases.","0","test_uses_dynamo_connector_direct_and_nested","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_disabled-worker_failure-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test usage statistics calculation for various scenarios.","0","test_build_completion_usage[zero-seq-len]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestUsageStatistics","test_vllm_prompt_embeds","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-worker_failure-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"","0","test_prefill_grid_count","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestBenchmarkGrid","test_vllm_unit","",""
"","1","test_rank_none_preserved","tests.serve","2026-04-09","passed","2026-04-09","TestDisaggLogprobsSerializationRoundtrip","test_disagg_logprobs_serialization","",""
"","0","test_no_inference_steps_or_guidance","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestBuildOriginalPrompt","test_omni_handler","",""
"Verify EngineCoreRequest and EngineCoreOutput field order.

        Both use msgspec array_like=True, so field ORDER determines wire
        position. vllm_processor.py constructs EngineCoreOutput by keyword
        and reads fields from EngineCoreRequest positionally.
        ","0","test_engine_core_struct_contract","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmRendererApi","test_vllm_renderer_api","",""
"","0","test_squeezes_extra_dims","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestAudioFormatterExtractTensor","test_output_formatter","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","101053","test_serve_deployment[agg-request-plane-tcp]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm","",""
"Verify KVBM package and core classes can be imported in TRT-LLM image.","54","test_kvbm_imports_trtllm","tests.dependencies","2026-04-09","passed","2026-04-09","","test_kvbm_imports","",""
"","1","test_multiple_images","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestDiffusionFormatterPrepareImages","test_output_formatter","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_enabled-graceful_shutdown-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","64138","test_request_migration_vllm_aggregated[migration_enabled-worker_failure-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_vllm","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_disabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test error response structure.","0","test_error_response","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestNvVideosResponse","test_trtllm_video_diffusion","",""
"boundary_ratio within (0, 1] should pass.","0","test_omni_config_valid_boundary_ratio[0.001]","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"","0","test_to_next_stage_request_passes_stage_connector_refs","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestStageOutput","test_omni_disagg_types","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_enabled-worker_failure-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"","1","test_extract_multimodal_data_merges_image_embeddings_with_video","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_video_handler","",""
"","1","test_picks_expected_llm_cls[pytorch-dynamo.trtllm.engine.LLM]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"Verify ToolParser has adjust_request and extract_tool_calls_streaming.

        prepost.py calls tool_parser.adjust_request(request) during
        preprocessing and tool_parser.extract_tool_calls_streaming(...)
        during streaming post-processing.
        ","0","test_tool_parser_method_signatures","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmRendererApi","test_vllm_renderer_api","",""
"
    Collect CUDA major versions (12/13) from predefined signals and assert consistency.
    Prints a readable report with full relevant output when failing.
    ","0","test_cuda_major_consistency","tests.basic","2026-04-09","skipped","2026-04-09","","test_cuda_version_consistency","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_enabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"
    Calling configure_vllm_logging() multiple times must not accumulate
    duplicate health-check filters.
    ","74","test_health_check_filter_not_duplicated","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_logging","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_disabled-worker_failure-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test that prefix is not added if it already exists.","1","test_prefix_already_exists","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestGetPrometheusExpfmt","test_trtllm_prometheus_utils","",""
"Test usage statistics calculation for various scenarios.","1","test_build_completion_usage[embeddings]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestUsageStatistics","test_vllm_prompt_embeds","",""
"Stats task works without a shutdown_event (uses asyncio.sleep).","122","test_periodic_log_stats_no_shutdown_event","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_engine_monitor_stats","",""
"Scalar then nested path on same key should fail gracefully.","1","test_conflicting_path_exits","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
"No image data -> returns None.","316","test_no_image_data_returns_none","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestBuildEmbeddingParams","test_vllm_worker_handler","",""
"Test _encode_base64 method.","0","test_encode_base64","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"","1","test_resume_before_release_is_noop","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_memory_occupation_handlers","",""
"
    Regression: vLLM sets up a StreamHandler at import time. configure_vllm_logging()
    must replace it with a new StreamHandler using VllmColorFormatter so logs
    bypass the Rust bridge and respect VLLM_LOGGING_LEVEL independently.
    ","29","test_dictconfig_replaces_vllm_stream_handler","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_logging","",""
"","1","test_unrecognized_arg_exits","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
"Test that environment variables in paths are expanded by Python code.","1","test_custom_jinja_template_env_var_expansion","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","","test_trtllm_unit","",""
"","1","test_float","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestInferType","test_dynamic_flags","",""
"","0","test_missing_value_exits","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
